Target,Text,Score,Dimension,Annotator_ID
Hillary Clinton,So @HillaryClinton received a Subpoena to Testify & She ignored it! Is Hillary above The Law Now?,0,Sociability,Annotator_124
Hillary Clinton,Does #hillaryclinton lie and engage in cover-ups to do damage to the country or does she do it out of habit?  #tcot #uniteblue,-3,Sociability,Annotator_124
Hillary Clinton,"#DemocRAT2014Slogans: ""Why work? When you can VOTE DemocRAT - twice!"" #tcot",0,Sociability,Annotator_124
Hillary Clinton,"One of Hillary Clinton's biggest idols is Margaret Sanger, who called for the extermination of colored people.",-3,Sociability,Annotator_124
Barack Obama,This Fight Isn't OVER! #Obamacare Is Obviously Broken & It Increases Health Care Costs For Millions Of Americans. #SCOTUScare,0,Sociability,Annotator_124
Hillary Clinton,The ropes might keep people back now Hillary but You WILL answer to americans come debate time you coward. #tcot #RedNationRising,-1,Sociability,Annotator_124
Donald Trump,"Don't understand how the same POTUS who aggressively-challenged & cajoled allied leaders last wk . could be so wimpishly-weak & Obama-like w/ the thug/killer #PUTIN -maybe those who say he envies the dictator's unopposed control over Russia , wishing he had same here , r not far off ?",-2,Sociability,Annotator_124
Donald Trump,@realDonaldTrump fuck you racist ass bitch. Go fuck yourself,-3,Sociability,Annotator_124
Hillary Clinton,"@HillaryClinton now can add #ropegate to her long list of ""accomplishments #hillaryforprison2016 #entertainment",-2,Sociability,Annotator_124
Hillary Clinton,You know emailgate must be going nowhere when Fox News are hashing out the Bosnia 'sniper fire' story again.,-1,Sociability,Annotator_124
Hillary Clinton,So over 20 million government employees got their private info stolen. Has anyone checked @HillaryClinton server?  #2016 #Fail,-3,Sociability,Annotator_124
Donald Trump,Will be watching @AC360 again tomorrow to watch @realDonaldTrump interview continuation. #MakeAmericaGreatAgain,0,Sociability,Annotator_124
Women,Women get paid far more than men to appear in pornography. How come no one is talking about this blatant sexism?!  @user,-3,Sociability,Annotator_124
Environmentalists,Everyone is busy building their bank accounts but one day that paper won't help you during massive natural calamities.,3,Sociability,Annotator_124
Donald Trump,@user Great so Canada is supposed to take everybody that Trump f ***** up no thank you you voted him in you vote him out or you're still stuck with him no sympathies show up and vote,-2,Sociability,Annotator_124
Hillary Clinton,"#WhatILearnedToday @HillaryClinton already admitted to having at least 2 devices, more lies, it never stops",-1,Sociability,Annotator_124
Hillary Clinton,"@user I am Canadian and was thrilled that Clinton did not win . However , I have also known who Donald Trump is since the 80's and know the damage that malignant narcissists enabled by corrupt politicians can do .",-2,Sociability,Annotator_124
Women,Independence Day is a day where men get wasted and dehumanize women by blowing off fireworks! #endJuly4th,-2,Sociability,Annotator_124
Donald Trump,he was getting divorced & filing bankruptcies @user #Trump #bankrupt #Election2016,-1,Sociability,Annotator_124
Religious people,Evidence-based thought just works out better than superstition-based thought.   #freethinker,2,Competence,Annotator_125
Hillary Clinton,@user @user  Attack? More like the daily liberal media defend Hillary and her lies!!,-2,Competence,Annotator_125
Donald Trump,@realDonaldTrump Whats that smell ? Oh ... its Donnie tweeting out his turds of wisdom ... LOL ! \n #LiarinChief \n #TrumpforPrison2019,1,Competence,Annotator_125
Donald Trump,@user @realDonaldTrump The Media will try to discredit him. Democrats and GOP will attack him. America will Stand with him.,3,Competence,Annotator_125
Donald Trump,"#TheDonald can't keep a beauty pageant afloat and wants to be the President?  Aw, hell no.",3,Competence,Annotator_125
Women,Contrary to stereotype I see feminists all over social media championing causes that benefit men. #YesAllWomen #HeForShe,2,Competence,Annotator_125
Hillary Clinton,"Hillary wants to be a champion for women, unless they're unborn.",2,Competence,Annotator_125
Women,@user @user Maybe a woman should be President.,0,Competence,Annotator_125
Hillary Clinton,So over 20 million government employees got their private info stolen. Has anyone checked @HillaryClinton server?  #2016 #Fail,2,Competence,Annotator_125
Women,Women in Hollywood are still getting paid less. It is 2015.,3,Competence,Annotator_125
Environmentalists,Climate change is a solvable problem but we need to start today. #HHDL80,-2,Competence,Annotator_125
Religious people,Religion and science both destroy ... so what does this lead too ? War !,3,Competence,Annotator_125
Hillary Clinton,Great day in Emmetsburg meeting with #HillaryClinton supporters and learning more about important issues in Palo Alto county,1,Competence,Annotator_125
Donald Trump,@realDonaldTrump Your complete and total lack of awareness and humility is simply STUNNING !!,3,Competence,Annotator_125
Religious people,"Good morning. I wake up on 8 pm, but is 10 pm...  That's Only Holiday :) #holiday #summer #sunrise #wakacyjnefolllowspree",0,Competence,Annotator_125
Nonreligious people,@user Ignorance does that to people. Gotta love them so they can learn to love AS WELL. #EndRacism #LoveYourNeighbor #Peace,0,Competence,Annotator_125
Hillary Clinton,@DemocratGuide @Reuters bur #Hlllary just raised 45 million!,3,Competence,Annotator_125
Religious people,I think my username would be cool but now it looks stupid.,0,Competence,Annotator_125
Barack Obama,"Don't understand how the same POTUS who aggressively-challenged & cajoled allied leaders last wk . could be so wimpishly-weak & Obama-like w/ the thug/killer #PUTIN -maybe those who say he envies the dictator's unopposed control over Russia , wishing he had same here , r not far off ?",3,Competence,Annotator_125
Women,What is wrong with you people. Women with self respect should be coveted. Or have we been listening to too much Rush?,2,Competence,Annotator_125
Hillary Clinton,"Amazing, inspiring speech&question session in Iowa City from @HillaryClinton .Her answers on education&health care were clear.",-3,Competence,Annotator_125
Donald Trump,"Witnessing the destruction of the #middleclass If you are black, white Hispanic, or any other creed support #Trump #usa #4thjuly",2,Competence,Annotator_125
Hillary Clinton,@HillaryClinton literally the greatest video I have ever seen.,0,Competence,Annotator_125
Donald Trump,@user @realDonaldTrump You can have your “ freaking ” happiness where you don’t care whether your neighbour might die because they can not afford health care . I would rather live in a country where I know everyone is provided health care regardless whether they have the ability to pay .,2,Competence,Annotator_125
Hillary Clinton,"It's time that we move from good words to good works, from sound bites to sound solutions.--@HillaryClinton #ReadyForHillary",3,Competence,Annotator_125
Donald Trump,You know Donald Trump is in deep when most Neo-Conservatives call him out on his bullsh*t speech.,2,Competence,Annotator_125
Barack Obama,@user @user #Obama cares more about deserters than unborn babies #ProtectTheUnprotected #AntiAbortion,3,Competence,Annotator_125
Women,@user i don't ever need a man #YesAllWomen,3,Competence,Annotator_125
Barack Obama,Imagine looking out at the world and the America Obama has created while thinking things are better?  My god...  #tcot #PJNET,2,Competence,Annotator_125
Hillary Clinton,".@user @user Don't just say ""no"" to Killary - work tirelessly to put her in prison - where she belongs.",3,Competence,Annotator_125
Women,"Because women are seen as ""soft,"" ""weak,"" and ""emotional"" in the eyes of male politicians",1,Competence,Annotator_125
Hillary Clinton,"@user Yeah, she's a real forward thinker! Lol  #MakeAmericaGreatAgain #WhyImNotVotingForHillary",0,Competence,Annotator_125
Donald Trump,"@GOPChairwoman @POTUS45 wasn't for anything he delayed and downplayed covid "" it will be gone in a month "" he said big pharmacy is responsible for the vaccine most anti-vaxxers are Retrumplicans",2,Competence,Annotator_125
Hillary Clinton,"Technically, a president with raging hormones could refer to estrogen, testosterone or anabolic steroids #IBlamePublicSchools",-2,Competence,Annotator_125
Hillary Clinton,You know emailgate must be going nowhere when Fox News are hashing out the Bosnia 'sniper fire' story again.,3,Competence,Annotator_125
Hillary Clinton,"One of Hillary Clinton's biggest idols is Margaret Sanger, who called for the extermination of colored people.",-3,Competence,Annotator_125
Religious people,"@user You forgot, ""Release yourself from the binds of historical fiction.",1,Competence,Annotator_125
Barack Obama,"OMG - #Obama really believes #ISIS is made up of Christians, Jews, & Muslims. WHAT A MORON! #clueless #ProudAmerican #tcot",2,Competence,Annotator_125
Donald Trump,"@user @realDonaldTrump @JimCarrey The Republicans are stupid , especially Trump . The Democrats are a little smarter than the Republicans .",2,Competence,Annotator_125
Hillary Clinton,"@user @user  That God for global warming melting icebergs, never gets prosecuted for her crimes #Liberals",0,Competence,Annotator_125
Hillary Clinton,"#DemocRAT2014Slogans: ""Why work? When you can VOTE DemocRAT - twice!"" #tcot",0,Competence,Annotator_125
Hillary Clinton,"THEYRE NOT ""THUGS""  YOU #TEAPARTY RACISTS THEY ARE ""COMMUNITY REORGANIZERS"" !! #TCOT #baltimoreriots",2,Competence,Annotator_125
Women,How can you be female and not be a feminist? Like do you not care about your rights as a women or what?,0,Competence,Annotator_125
Hillary Clinton,EVERYDAY AMERICANS AND THEIR FAMILIES NEED A CHAMPION AND HILLARY WILL BE THAT CHAMPION.,3,Competence,Annotator_125
Religious people,Religious holidays should not be public. #RightsAndRecourse #Transformation,2,Competence,Annotator_125
Hillary Clinton,@HillaryClinton I notice that you didn't condemn the lawless actions of the rioters.,2,Competence,Annotator_125
Hillary Clinton,Fantastic Emmet County Dem meeting tonight in Estherville. Glad to meet some @HillaryClinton supporters!,2,Competence,Annotator_125
Women,I believe that every women should have their own rights!!,2,Competence,Annotator_125
Women,So now I'm sexist for saying that if a women can't deal with a bad joke she's going to suffer when it comes to adv maths,0,Competence,Annotator_125
Barack Obama,This Fight Isn't OVER! #Obamacare Is Obviously Broken & It Increases Health Care Costs For Millions Of Americans. #SCOTUScare,3,Competence,Annotator_125
Hillary Clinton,#Hillary is as transparent as a brick wall #LibertyNotHillary,2,Competence,Annotator_125
Hillary Clinton,@HillaryClinton Stop raising taxes and let people keep more of their wages! #LibertyNotHillary #StandWithRand,3,Competence,Annotator_125
Environmentalists,Climate Change Deniers are Like Pre Historic Cave Dwellers: California Governor Jerry Brown #CSOTA #uspoli #cdnpoli,-3,Competence,Annotator_125
Hillary Clinton,Save an intern.... Keep Bill & Hillary out of the White House.,3,Competence,Annotator_125
Donald Trump,@user @user maybe all the politically correct pansies out there will move to a different country if Trump gets in!!!:),1,Competence,Annotator_125
