Text,Target,Dimension,Annotator_1,Annotator_2,Annotator_3,Annotator_4,Annotator_5,Annotator_6,Annotator_7
@realDonaldTrump I don't care what @user says! I dont care what the liberals at @user say.. Keep Speaking The TRUTH!!,Donald Trump,Competence,2,3,1,2,3,,
@realDonaldTrump I don't care what @user says! I dont care what the liberals at @user say.. Keep Speaking The TRUTH!!,Donald Trump,Sociability,2,3,3,2,1,-2,
@realDonaldTrump I don't care what @user says! I dont care what the liberals at @user say.. Keep Speaking The TRUTH!!,Donald Trump,Trust,3,3,3,3,2,,
@realDonaldTrump I feel the train is gaining steam.,Donald Trump,Competence,1,-3,2,1,2,,
@realDonaldTrump I feel the train is gaining steam.,Donald Trump,Sociability,3,2,2,0,1,,
@realDonaldTrump I feel the train is gaining steam.,Donald Trump,Trust,2,1,2,2,2,0,
@realDonaldTrump I hope and pray you get the nomination. America needs a man with a backbone! And one that can't be bought!,Donald Trump,Competence,3,2,3,1,2,0,
@realDonaldTrump I hope and pray you get the nomination. America needs a man with a backbone! And one that can't be bought!,Donald Trump,Sociability,3,1,2,3,2,3,
@realDonaldTrump I hope and pray you get the nomination. America needs a man with a backbone! And one that can't be bought!,Donald Trump,Trust,3,2,3,3,3,,
@realDonaldTrump I know I'm not the only person who can't wait to see your name on the presidential ballot and vote for you!,Donald Trump,Competence,0,2,3,2,3,3,-1
@realDonaldTrump I know I'm not the only person who can't wait to see your name on the presidential ballot and vote for you!,Donald Trump,Sociability,3,1,1,3,1,,
@realDonaldTrump I know I'm not the only person who can't wait to see your name on the presidential ballot and vote for you!,Donald Trump,Trust,3,2,2,2,3,,
@realDonaldTrump I know you are the best candidate. You are the only one who can #MakeAmericaGreatAgain #RestoreOurRepublic,Donald Trump,Competence,3,1,3,3,3,,
@realDonaldTrump I know you are the best candidate. You are the only one who can #MakeAmericaGreatAgain #RestoreOurRepublic,Donald Trump,Sociability,2,3,3,3,3,2,
@realDonaldTrump I know you are the best candidate. You are the only one who can #MakeAmericaGreatAgain #RestoreOurRepublic,Donald Trump,Trust,3,3,3,3,1,,
@realDonaldTrump I'm RTing every tweet you post! Go get em Mr. Trump- you're reigniting the fire of the American Spirit- FIGHT!,Donald Trump,Competence,2,3,1,3,3,,
@realDonaldTrump I'm RTing every tweet you post! Go get em Mr. Trump- you're reigniting the fire of the American Spirit- FIGHT!,Donald Trump,Sociability,2,3,3,3,2,,
@realDonaldTrump I'm RTing every tweet you post! Go get em Mr. Trump- you're reigniting the fire of the American Spirit- FIGHT!,Donald Trump,Trust,3,3,3,3,3,,
"@realDonaldTrump If you had not emphasized the fact that you would not golf as President and then spent over 200 days golfing , maybe the media would not make such a big deal about it . Plus your did it during a pandemic and on the Memorial Day weekend . Keep worshipping at the alter of the 9 iron .",Donald Trump,Competence,-2,3,-2,-2,,,
"@realDonaldTrump If you had not emphasized the fact that you would not golf as President and then spent over 200 days golfing , maybe the media would not make such a big deal about it . Plus your did it during a pandemic and on the Memorial Day weekend . Keep worshipping at the alter of the 9 iron .",Donald Trump,Sociability,-2,-1,-2,-2,-2,,
"@realDonaldTrump If you had not emphasized the fact that you would not golf as President and then spent over 200 days golfing , maybe the media would not make such a big deal about it . Plus your did it during a pandemic and on the Memorial Day weekend . Keep worshipping at the alter of the 9 iron .",Donald Trump,Trust,-3,-2,-3,-3,-3,,
@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH!,Donald Trump,Competence,3,3,-1,3,3,,
@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH!,Donald Trump,Sociability,1,1,3,2,1,,
@realDonaldTrump Illegal Immigration is FINALLY on the agenda because of you! Thank you for speaking TRUTH!,Donald Trump,Trust,3,3,3,1,3,,
"@realDonaldTrump Is the only one that says the truth straight up. No spin, and he constantly stands up for what he believes!",Donald Trump,Competence,3,2,3,3,3,1,
"@realDonaldTrump Is the only one that says the truth straight up. No spin, and he constantly stands up for what he believes!",Donald Trump,Sociability,2,2,1,0,1,,
"@realDonaldTrump Is the only one that says the truth straight up. No spin, and he constantly stands up for what he believes!",Donald Trump,Trust,3,3,2,3,3,,
@realDonaldTrump Its admirable how you're willing to lose sponsors for the greater good. We've longed for voice like yours!,Donald Trump,Competence,2,2,-1,2,2,3,1
@realDonaldTrump Its admirable how you're willing to lose sponsors for the greater good. We've longed for voice like yours!,Donald Trump,Sociability,2,1,1,3,-2,,
@realDonaldTrump Its admirable how you're willing to lose sponsors for the greater good. We've longed for voice like yours!,Donald Trump,Trust,3,1,3,3,3,,
@realDonaldTrump Just take your morning dump and shut up already .,Donald Trump,Competence,-3,0,0,0,-1,,
@realDonaldTrump Just take your morning dump and shut up already .,Donald Trump,Sociability,-2,-3,-3,-3,-1,,
@realDonaldTrump Just take your morning dump and shut up already .,Donald Trump,Trust,0,-1,-3,-2,-3,,
@realDonaldTrump Just the title shows it’s a 5 year old mentality of defense !!,Donald Trump,Competence,-1,0,1,-2,-3,,
@realDonaldTrump Just the title shows it’s a 5 year old mentality of defense !!,Donald Trump,Sociability,1,-3,-1,-1,0,,
@realDonaldTrump Just the title shows it’s a 5 year old mentality of defense !!,Donald Trump,Trust,0,-3,0,1,-2,-2,
@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear,Donald Trump,Competence,-3,1,0,2,,,
@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear,Donald Trump,Sociability,1,0,-1,3,-1,,
@realDonaldTrump Just want to say thank you for not pandering to the pc police! #richforareason #nofear,Donald Trump,Trust,3,3,1,3,2,,
@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain,Donald Trump,Competence,3,1,2,1,3,,
@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain,Donald Trump,Sociability,3,3,3,3,3,2,
@realDonaldTrump Just watched you on @FoxNews. You are awesome! You have my vote! #MakeAmericaGreatAgain,Donald Trump,Trust,-3,3,3,3,0,,
"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists.",Donald Trump,Competence,3,0,0,0,1,0,
"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists.",Donald Trump,Sociability,1,-1,-3,-3,-1,,
"@realDonaldTrump Let's face it, we've become a passive, inert nation controlled by thugs, and redistributionists.",Donald Trump,Trust,-2,0,2,0,3,,
"@realDonaldTrump Mr President , let me tell you something . Nothing reigns in this country . They’re ELECTED and you’re doing a lousy job . Just for the record I didn’t vote for you last time and I found I was right not to . You’re a disgrace to the not only this country but the entire world .",Donald Trump,Competence,-3,-1,-3,2,-3,1,
"@realDonaldTrump Mr President , let me tell you something . Nothing reigns in this country . They’re ELECTED and you’re doing a lousy job . Just for the record I didn’t vote for you last time and I found I was right not to . You’re a disgrace to the not only this country but the entire world .",Donald Trump,Sociability,-3,-3,-1,-3,-1,-2,
"@realDonaldTrump Mr President , let me tell you something . Nothing reigns in this country . They’re ELECTED and you’re doing a lousy job . Just for the record I didn’t vote for you last time and I found I was right not to . You’re a disgrace to the not only this country but the entire world .",Donald Trump,Trust,-3,-3,-3,-3,-3,,
@realDonaldTrump No more Bush or Hillary Clinton,Donald Trump,Competence,-1,-2,2,2,2,,
@realDonaldTrump No more Bush or Hillary Clinton,Donald Trump,Sociability,-1,0,0,-2,0,,
@realDonaldTrump No more Bush or Hillary Clinton,Donald Trump,Trust,3,2,3,0,3,1,
@realDonaldTrump No more Bush or Hillary Clinton,Hillary Clinton,Competence,-3,-3,-1,0,-1,,
@realDonaldTrump No more Bush or Hillary Clinton,Hillary Clinton,Sociability,-1,-1,-1,-2,-1,,
@realDonaldTrump No more Bush or Hillary Clinton,Hillary Clinton,Trust,-2,-3,-1,0,-3,-3,
"@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain",Donald Trump,Competence,3,2,2,3,,,
"@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain",Donald Trump,Sociability,2,0,2,3,-1,,
"@realDonaldTrump Now that you're the leader of the GOP, will you show them what Leadership is? #MakeAmericaGreatAgain",Donald Trump,Trust,2,2,0,2,2,,
"@realDonaldTrump Now you see , this is the problem . As president , you are supposed to be fighting for ALL Americans . You STILL don't get it , do you ? This is why you lost .",Donald Trump,Competence,-3,-3,-2,-2,3,-2,-1
"@realDonaldTrump Now you see , this is the problem . As president , you are supposed to be fighting for ALL Americans . You STILL don't get it , do you ? This is why you lost .",Donald Trump,Sociability,-1,0,-1,-1,-1,,
"@realDonaldTrump Now you see , this is the problem . As president , you are supposed to be fighting for ALL Americans . You STILL don't get it , do you ? This is why you lost .",Donald Trump,Trust,-3,-3,-3,-2,-3,,
@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality...,Donald Trump,Competence,-2,-2,0,-3,-3,,
@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality...,Donald Trump,Sociability,0,-2,-3,-3,-2,,
@realDonaldTrump Really? The perfect definition of ignorance... The perfect example of someone who does not know reality...,Donald Trump,Trust,0,-3,-3,-3,-3,,
"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!",Donald Trump,Competence,3,2,1,3,3,,
"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!",Donald Trump,Sociability,2,2,3,3,3,,
"@realDonaldTrump Sir, i just want you to know that you'll be the greatest President of this Generation!",Donald Trump,Trust,-2,3,-1,3,3,,
@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence!,Donald Trump,Competence,3,3,3,3,-1,2,3
@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence!,Donald Trump,Sociability,3,2,1,3,1,,
@realDonaldTrump Stay the course! You can win! The USA needs your leadership and competence!,Donald Trump,Trust,3,2,3,3,3,,
"@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. ""Magic of Macy's"" my ass",Donald Trump,Competence,0,1,-2,1,1,2,
"@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. ""Magic of Macy's"" my ass",Donald Trump,Sociability,2,-1,0,-3,-3,,
"@realDonaldTrump U gonna take this? I hope not! Bullshit from #Univision #NBCUniversal and #Macys. ""Magic of Macy's"" my ass",Donald Trump,Trust,-3,0,2,0,3,,
@realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can U say Lier pants on fire? #morningjoe #unitedblue,Donald Trump,Competence,-2,-1,-3,1,2,-2,2
@realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can U say Lier pants on fire? #morningjoe #unitedblue,Donald Trump,Sociability,-2,-3,-3,-3,-1,,
@realDonaldTrump WHY IS IT THAT YOUR CLOTHING LINE IS MADE IN CHINA? Can U say Lier pants on fire? #morningjoe #unitedblue,Donald Trump,Trust,-3,-3,-2,-3,-3,,
@realDonaldTrump Whats that smell ? Oh ... its Donnie tweeting out his turds of wisdom ... LOL ! \n #LiarinChief \n #TrumpforPrison2019,Donald Trump,Competence,-3,1,0,-1,-1,,
@realDonaldTrump Whats that smell ? Oh ... its Donnie tweeting out his turds of wisdom ... LOL ! \n #LiarinChief \n #TrumpforPrison2019,Donald Trump,Sociability,-3,-2,-3,0,-2,-2,
@realDonaldTrump Whats that smell ? Oh ... its Donnie tweeting out his turds of wisdom ... LOL ! \n #LiarinChief \n #TrumpforPrison2019,Donald Trump,Trust,-3,2,-3,-1,-3,,
@realDonaldTrump Will your grandchildren be attending public school ?,Donald Trump,Competence,0,1,0,0,0,,
@realDonaldTrump Will your grandchildren be attending public school ?,Donald Trump,Sociability,-1,-1,0,0,0,0,
@realDonaldTrump Will your grandchildren be attending public school ?,Donald Trump,Trust,0,0,0,0,-2,,
"@realDonaldTrump Yes the last two weeks have confirmed what we all already knew . You are a sore loser ! Go back to Mar a Largo and play golf . Let the grownups in the White House , if there are any , run the country until Biden takes over . Enjoy your freedom until the authorities come for you .",Donald Trump,Competence,-3,-3,-2,-2,3,,
"@realDonaldTrump Yes the last two weeks have confirmed what we all already knew . You are a sore loser ! Go back to Mar a Largo and play golf . Let the grownups in the White House , if there are any , run the country until Biden takes over . Enjoy your freedom until the authorities come for you .",Donald Trump,Sociability,-1,-3,-3,-2,-3,,
"@realDonaldTrump Yes the last two weeks have confirmed what we all already knew . You are a sore loser ! Go back to Mar a Largo and play golf . Let the grownups in the White House , if there are any , run the country until Biden takes over . Enjoy your freedom until the authorities come for you .",Donald Trump,Trust,-3,-3,-3,-2,-2,,
@realDonaldTrump You are absolutely right on the border! Bush and company are afraid to address it! #MakeAmericaGreatAgain,Donald Trump,Competence,-1,1,3,2,3,,
@realDonaldTrump You are absolutely right on the border! Bush and company are afraid to address it! #MakeAmericaGreatAgain,Donald Trump,Sociability,2,2,3,-3,-1,,
@realDonaldTrump You are absolutely right on the border! Bush and company are afraid to address it! #MakeAmericaGreatAgain,Donald Trump,Trust,1,3,2,-1,3,2,
@realDonaldTrump You are the trump card of my heart.,Donald Trump,Competence,-3,1,1,0,1,,
@realDonaldTrump You are the trump card of my heart.,Donald Trump,Sociability,3,2,2,1,1,,
@realDonaldTrump You are the trump card of my heart.,Donald Trump,Trust,3,3,3,0,3,,
@realDonaldTrump You can't make this shit up ... You just CAN'T!!,Donald Trump,Competence,0,-3,0,0,2,,
@realDonaldTrump You can't make this shit up ... You just CAN'T!!,Donald Trump,Sociability,-1,0,-3,0,3,-2,
@realDonaldTrump You can't make this shit up ... You just CAN'T!!,Donald Trump,Trust,-1,0,-3,0,0,,
"@realDonaldTrump You disgust me . Insulting people rather than trying to offer comfort the victims and their families . You went GOLFING this weekend , for crying out loud . Couldn't even bring yourself to church so you could offer up those "" thoughts and prayers "" . You're a horrible little man .",Donald Trump,Competence,-2,-2,-2,-3,-3,,
"@realDonaldTrump You disgust me . Insulting people rather than trying to offer comfort the victims and their families . You went GOLFING this weekend , for crying out loud . Couldn't even bring yourself to church so you could offer up those "" thoughts and prayers "" . You're a horrible little man .",Donald Trump,Sociability,-3,-3,-3,-3,-3,,
